Class,Height,Width,Aspect Rateo
1,40,41,1.025
12,42,42,1.0
1,55,53,0.9636363636363636
5,32,32,1.0
4,45,44,0.9777777777777777
5,69,65,0.9420289855072463
11,47,49,1.0425531914893618
15,58,60,1.0344827586206897
11,35,38,1.0857142857142856
23,52,56,1.0769230769230769
22,28,31,1.1071428571428572
31,50,54,1.08
1,33,32,0.9696969696969697
38,37,34,0.918918918918919
12,54,53,0.9814814814814815
24,69,65,0.9420289855072463
31,42,44,1.0476190476190477
5,43,48,1.1162790697674418
16,83,84,1.0120481927710843
8,36,35,0.9722222222222222
35,40,40,1.0
11,48,51,1.0625
10,36,36,1.0
11,178,201,1.1292134831460674
25,27,27,1.0
3,133,135,1.0150375939849625
41,30,31,1.0333333333333334
3,28,29,1.0357142857142858
2,53,51,0.9622641509433962
2,40,40,1.0
4,59,59,1.0
13,49,54,1.1020408163265305
5,28,29,1.0357142857142858
9,43,43,1.0
15,41,42,1.024390243902439
1,46,45,0.9782608695652174
1,121,118,0.9752066115702479
8,48,45,0.9375
3,52,49,0.9423076923076923
10,41,41,1.0
7,58,62,1.0689655172413792
7,86,85,0.9883720930232558
7,76,74,0.9736842105263158
12,36,36,1.0
33,42,39,0.9285714285714286
27,32,34,1.0625
38,30,29,0.9666666666666667
15,31,28,0.9032258064516129
10,30,30,1.0
12,25,25,1.0
0,88,81,0.9204545454545454
17,36,35,0.9722222222222222
8,31,32,1.032258064516129
13,34,36,1.0588235294117647
12,38,39,1.0263157894736843
28,50,55,1.1
16,48,49,1.0208333333333333
8,43,42,0.9767441860465116
25,75,83,1.1066666666666667
22,50,54,1.08
12,73,70,0.958904109589041
17,36,34,0.9444444444444444
17,26,27,1.0384615384615385
0,35,34,0.9714285714285714
38,64,56,0.875
25,36,40,1.1111111111111112
10,29,28,0.9655172413793104
25,62,64,1.032258064516129
34,31,31,1.0
5,44,43,0.9772727272727273
26,46,49,1.065217391304348
13,43,47,1.0930232558139534
9,34,33,0.9705882352941176
27,71,76,1.0704225352112675
25,76,83,1.0921052631578947
11,45,50,1.1111111111111112
29,34,38,1.1176470588235294
6,72,68,0.9444444444444444
12,121,122,1.0082644628099173
31,34,34,1.0
31,43,48,1.1162790697674418
4,28,28,1.0
35,30,30,1.0
26,46,50,1.0869565217391304
16,67,67,1.0
2,26,26,1.0
38,57,58,1.0175438596491229
5,30,30,1.0
17,51,49,0.9607843137254902
21,34,35,1.0294117647058822
26,40,45,1.125
17,42,42,1.0
5,53,54,1.0188679245283019
28,49,53,1.0816326530612246
8,26,28,1.0769230769230769
33,40,40,1.0
28,84,96,1.1428571428571428
12,94,92,0.9787234042553191
7,55,54,0.9818181818181818
31,60,62,1.0333333333333334
5,33,33,1.0
3,74,69,0.9324324324324325
26,37,38,1.027027027027027
38,38,38,1.0
3,33,32,0.9696969696969697
25,54,60,1.1111111111111112
19,81,94,1.1604938271604939
3,51,50,0.9803921568627451
18,46,47,1.0217391304347827
1,49,48,0.9795918367346939
2,29,30,1.0344827586206897
8,30,31,1.0333333333333334
8,35,36,1.0285714285714285
3,32,33,1.03125
13,40,42,1.05
11,42,45,1.0714285714285714
5,31,31,1.0
12,40,33,0.825
13,43,48,1.1162790697674418
31,80,87,1.0875
22,46,52,1.1304347826086956
13,30,30,1.0
22,27,32,1.1851851851851851
17,34,34,1.0
5,33,37,1.121212121212121
5,36,35,0.9722222222222222
2,75,76,1.0133333333333334
12,73,72,0.9863013698630136
38,54,55,1.0185185185185186
38,62,60,0.967741935483871
1,36,36,1.0
12,49,50,1.0204081632653061
5,30,30,1.0
10,32,33,1.03125
13,67,73,1.0895522388059702
2,50,50,1.0
4,42,40,0.9523809523809523
7,34,33,0.9705882352941176
14,70,69,0.9857142857142858
12,97,98,1.0103092783505154
18,29,32,1.103448275862069
25,39,42,1.0769230769230769
10,50,48,0.96
25,30,33,1.1
13,59,69,1.1694915254237288
35,38,37,0.9736842105263158
8,33,32,0.9696969696969697
2,40,45,1.125
15,164,97,0.5914634146341463
36,38,38,1.0
10,33,33,1.0
8,28,27,0.9642857142857143
19,47,50,1.0638297872340425
15,59,58,0.9830508474576272
15,64,62,0.96875
8,33,32,0.9696969696969697
10,43,42,0.9767441860465116
11,57,63,1.105263157894737
30,93,105,1.1290322580645162
32,45,40,0.8888888888888888
10,35,33,0.9428571428571428
2,61,61,1.0
10,37,36,0.972972972972973
11,43,29,0.6744186046511628
4,33,32,0.9696969696969697
3,42,42,1.0
8,40,47,1.175
20,41,41,1.0
12,42,42,1.0
38,38,35,0.9210526315789473
33,29,26,0.896551724137931
12,62,57,0.9193548387096774
12,60,60,1.0
1,33,33,1.0
17,31,27,0.8709677419354839
41,50,49,0.98
9,32,30,0.9375
4,27,27,1.0
5,37,43,1.162162162162162
9,46,49,1.065217391304348
42,71,68,0.9577464788732394
13,45,46,1.0222222222222221
13,60,64,1.0666666666666667
31,50,56,1.12
4,45,45,1.0
33,28,27,0.9642857142857143
3,41,37,0.9024390243902439
3,38,38,1.0
33,31,31,1.0
11,72,80,1.1111111111111112
5,37,37,1.0
13,48,57,1.1875
15,43,39,0.9069767441860465
9,80,74,0.925
28,116,132,1.1379310344827587
2,45,45,1.0
38,34,32,0.9411764705882353
17,55,53,0.9636363636363636
5,43,44,1.0232558139534884
1,56,57,1.0178571428571428
9,39,39,1.0
38,45,46,1.0222222222222221
31,73,83,1.1369863013698631
12,34,35,1.0294117647058822
32,62,60,0.967741935483871
12,53,53,1.0
37,32,33,1.03125
38,29,28,0.9655172413793104
9,26,27,1.0384615384615385
13,60,70,1.1666666666666667
4,40,39,0.975
0,51,53,1.0392156862745099
17,27,27,1.0
40,107,110,1.02803738317757
10,59,60,1.0169491525423728
16,100,100,1.0
7,32,31,0.96875
24,64,71,1.109375
38,34,33,0.9705882352941176
0,66,59,0.8939393939393939
10,46,46,1.0
14,53,53,1.0
0,32,32,1.0
16,91,91,1.0
12,61,60,0.9836065573770492
18,30,34,1.1333333333333333
4,37,38,1.027027027027027
11,31,36,1.1612903225806452
2,33,33,1.0
10,39,40,1.0256410256410255
25,39,40,1.0256410256410255
8,32,32,1.0
38,29,27,0.9310344827586207
8,33,34,1.0303030303030303
17,49,49,1.0
35,34,33,0.9705882352941176
2,37,36,0.972972972972973
38,41,38,0.926829268292683
26,62,72,1.1612903225806452
4,59,56,0.9491525423728814
26,31,32,1.032258064516129
18,71,80,1.1267605633802817
21,44,46,1.0454545454545454
2,61,60,0.9836065573770492
10,27,27,1.0
34,47,40,0.851063829787234
33,38,37,0.9736842105263158
12,70,70,1.0
34,44,46,1.0454545454545454
7,31,30,0.967741935483871
19,59,68,1.152542372881356
32,30,28,0.9333333333333333
12,61,57,0.9344262295081968
2,35,34,0.9714285714285714
8,32,32,1.0
17,58,56,0.9655172413793104
5,25,26,1.04
3,34,35,1.0294117647058822
10,30,31,1.0333333333333334
31,44,48,1.0909090909090908
35,35,36,1.0285714285714285
32,33,33,1.0
12,82,82,1.0
13,156,158,1.0128205128205128
14,123,124,1.008130081300813
6,32,30,0.9375
36,32,31,0.96875
7,36,35,0.9722222222222222
35,39,38,0.9743589743589743
40,38,39,1.0263157894736843
17,32,32,1.0
29,43,32,0.7441860465116279
14,94,93,0.9893617021276596
10,39,39,1.0
10,29,31,1.0689655172413792
1,91,72,0.7912087912087912
9,31,30,0.967741935483871
24,30,31,1.0333333333333334
18,45,46,1.0222222222222221
38,44,44,1.0
28,30,30,1.0
3,38,36,0.9473684210526315
31,67,73,1.0895522388059702
33,46,44,0.9565217391304348
20,34,33,0.9705882352941176
18,65,72,1.1076923076923078
7,30,30,1.0
13,46,47,1.0217391304347827
41,31,32,1.032258064516129
31,39,40,1.0256410256410255
10,43,43,1.0
12,68,64,0.9411764705882353
1,54,51,0.9444444444444444
36,58,57,0.9827586206896551
25,137,148,1.0802919708029197
3,32,32,1.0
14,48,47,0.9791666666666666
5,39,38,0.9743589743589743
8,49,49,1.0
38,50,48,0.96
1,28,30,1.0714285714285714
38,27,26,0.9629629629629629
28,31,36,1.1612903225806452
20,26,28,1.0769230769230769
32,40,39,0.975
24,44,47,1.0681818181818181
15,42,38,0.9047619047619048
9,28,28,1.0
13,57,62,1.087719298245614
5,45,53,1.1777777777777778
23,68,71,1.0441176470588236
10,40,39,0.975
1,43,44,1.0232558139534884
7,38,37,0.9736842105263158
17,38,29,0.7631578947368421
5,28,31,1.1071428571428572
14,41,42,1.024390243902439
13,44,45,1.0227272727272727
12,54,54,1.0
38,40,38,0.95
13,39,43,1.1025641025641026
27,58,62,1.0689655172413792
14,75,75,1.0
0,89,85,0.9550561797752809
7,83,77,0.927710843373494
37,28,28,1.0
5,30,30,1.0
35,97,98,1.0103092783505154
10,54,54,1.0
10,38,44,1.1578947368421053
10,26,26,1.0
42,39,37,0.9487179487179487
18,37,37,1.0
2,54,49,0.9074074074074074
34,45,40,0.8888888888888888
31,39,39,1.0
8,105,104,0.9904761904761905
4,38,38,1.0
12,57,55,0.9649122807017544
26,62,71,1.1451612903225807
22,42,47,1.119047619047619
33,111,118,1.063063063063063
3,38,39,1.0263157894736843
5,30,30,1.0
42,61,64,1.0491803278688525
38,33,30,0.9090909090909091
25,64,72,1.125
10,59,58,0.9830508474576272
5,28,26,0.9285714285714286
9,63,62,0.9841269841269841
8,41,43,1.048780487804878
18,92,93,1.0108695652173914
13,44,50,1.1363636363636365
25,40,41,1.025
12,33,31,0.9393939393939394
2,38,37,0.9736842105263158
10,37,37,1.0
35,73,74,1.0136986301369864
21,61,72,1.180327868852459
6,39,35,0.8974358974358975
25,106,110,1.0377358490566038
38,30,32,1.0666666666666667
11,96,108,1.125
16,49,48,0.9795918367346939
31,43,46,1.069767441860465
5,38,36,0.9473684210526315
25,139,155,1.1151079136690647
9,57,57,1.0
6,31,32,1.032258064516129
1,34,33,0.9705882352941176
10,34,34,1.0
12,185,178,0.9621621621621622
7,32,32,1.0
5,37,35,0.9459459459459459
12,42,42,1.0
13,35,32,0.9142857142857143
11,27,30,1.1111111111111112
6,29,28,0.9655172413793104
38,35,32,0.9142857142857143
11,58,63,1.0862068965517242
11,50,58,1.16
9,44,44,1.0
1,58,57,0.9827586206896551
4,64,64,1.0
24,30,31,1.0333333333333334
9,34,33,0.9705882352941176
31,62,67,1.0806451612903225
25,25,26,1.04
29,57,61,1.0701754385964912
13,28,29,1.0357142857142858
19,37,39,1.054054054054054
15,41,36,0.8780487804878049
12,47,46,0.9787234042553191
2,31,32,1.032258064516129
2,38,36,0.9473684210526315
1,54,56,1.037037037037037
5,56,55,0.9821428571428571
23,42,46,1.0952380952380953
5,168,161,0.9583333333333334
9,59,59,1.0
17,80,81,1.0125
38,29,28,0.9655172413793104
8,52,49,0.9423076923076923
12,35,35,1.0
14,95,95,1.0
7,47,46,0.9787234042553191
40,51,51,1.0
25,61,62,1.0163934426229508
4,34,32,0.9411764705882353
34,28,28,1.0
33,37,37,1.0
17,50,50,1.0
7,53,54,1.0188679245283019
6,31,31,1.0
15,33,30,0.9090909090909091
33,75,54,0.72
11,143,163,1.1398601398601398
8,42,42,1.0
19,129,147,1.1395348837209303
26,28,30,1.0714285714285714
4,32,31,0.96875
11,53,60,1.1320754716981132
23,38,45,1.1842105263157894
35,48,42,0.875
31,32,32,1.0
9,52,53,1.0192307692307692
4,32,31,0.96875
11,69,75,1.0869565217391304
7,52,52,1.0
30,27,27,1.0
3,33,34,1.0303030303030303
1,69,64,0.927536231884058
1,58,55,0.9482758620689655
5,38,35,0.9210526315789473
1,81,69,0.8518518518518519
35,44,44,1.0
36,33,34,1.0303030303030303
1,48,49,1.0208333333333333
10,33,32,0.9696969696969697
20,57,67,1.1754385964912282
9,98,105,1.0714285714285714
33,51,50,0.9803921568627451
4,32,31,0.96875
36,29,28,0.9655172413793104
2,28,28,1.0
11,94,111,1.1808510638297873
4,36,36,1.0
4,62,62,1.0
35,47,49,1.0425531914893618
38,41,44,1.0731707317073171
13,49,51,1.0408163265306123
1,37,38,1.027027027027027
33,29,29,1.0
10,33,37,1.121212121212121
18,71,77,1.0845070422535212
5,30,31,1.0333333333333334
25,44,46,1.0454545454545454
17,52,36,0.6923076923076923
1,48,45,0.9375
33,48,48,1.0
38,29,28,0.9655172413793104
18,38,41,1.0789473684210527
25,61,64,1.0491803278688525
29,49,52,1.0612244897959184
34,43,40,0.9302325581395349
30,28,28,1.0
38,30,30,1.0
35,146,152,1.0410958904109588
9,31,31,1.0
10,34,32,0.9411764705882353
1,37,36,0.972972972972973
16,41,40,0.975609756097561
33,84,82,0.9761904761904762
2,57,57,1.0
8,46,45,0.9782608695652174
38,73,71,0.9726027397260274
18,37,42,1.135135135135135
6,60,58,0.9666666666666667
2,70,75,1.0714285714285714
3,34,32,0.9411764705882353
3,41,40,0.975609756097561
19,45,51,1.1333333333333333
2,29,31,1.0689655172413792
18,89,97,1.0898876404494382
5,36,35,0.9722222222222222
3,29,27,0.9310344827586207
11,41,44,1.0731707317073171
25,105,119,1.1333333333333333
1,29,28,0.9655172413793104
7,38,37,0.9736842105263158
5,33,32,0.9696969696969697
37,38,38,1.0
28,97,112,1.1546391752577319
12,111,111,1.0
17,40,32,0.8
30,33,32,0.9696969696969697
10,28,28,1.0
5,27,26,0.9629629629629629
22,78,84,1.0769230769230769
36,45,46,1.0222222222222221
34,63,55,0.873015873015873
38,33,34,1.0303030303030303
38,34,32,0.9411764705882353
28,53,59,1.1132075471698113
3,70,68,0.9714285714285714
12,38,40,1.0526315789473684
12,31,32,1.032258064516129
28,45,50,1.1111111111111112
13,43,48,1.1162790697674418
29,93,104,1.118279569892473
1,59,59,1.0
18,47,51,1.0851063829787233
39,108,106,0.9814814814814815
7,44,44,1.0
3,71,70,0.9859154929577465
34,85,84,0.9882352941176471
2,68,70,1.0294117647058822
4,84,87,1.0357142857142858
24,68,64,0.9411764705882353
8,27,27,1.0
12,49,57,1.163265306122449
9,38,36,0.9473684210526315
17,44,27,0.6136363636363636
17,59,56,0.9491525423728814
10,33,32,0.9696969696969697
10,32,31,0.96875
1,29,29,1.0
37,39,40,1.0256410256410255
5,26,26,1.0
32,30,32,1.0666666666666667
2,63,60,0.9523809523809523
9,108,105,0.9722222222222222
12,49,49,1.0
7,40,38,0.95
25,27,29,1.0740740740740742
32,37,35,0.9459459459459459
38,62,61,0.9838709677419355
2,29,29,1.0
38,39,38,0.9743589743589743
10,36,36,1.0
21,30,30,1.0
2,28,29,1.0357142857142858
33,41,38,0.926829268292683
9,46,46,1.0
3,80,74,0.925
25,134,139,1.037313432835821
38,84,64,0.7619047619047619
41,52,51,0.9807692307692307
13,50,57,1.14
38,98,82,0.8367346938775511
13,39,41,1.0512820512820513
39,69,67,0.9710144927536232
10,59,60,1.0169491525423728
5,33,30,0.9090909090909091
29,63,71,1.126984126984127
35,39,38,0.9743589743589743
33,70,70,1.0
31,56,59,1.0535714285714286
18,44,47,1.0681818181818181
17,40,40,1.0
5,37,40,1.0810810810810811
12,37,37,1.0
38,35,34,0.9714285714285714
39,27,28,1.037037037037037
9,33,32,0.9696969696969697
17,43,41,0.9534883720930233
12,72,67,0.9305555555555556
4,40,40,1.0
9,33,31,0.9393939393939394
2,27,27,1.0
38,37,36,0.972972972972973
28,142,164,1.1549295774647887
12,54,55,1.0185185185185186
9,59,61,1.0338983050847457
12,38,40,1.0526315789473684
8,27,27,1.0
20,65,68,1.0461538461538462
22,82,95,1.1585365853658536
15,44,38,0.8636363636363636
12,48,48,1.0
38,46,46,1.0
2,38,41,1.0789473684210527
28,40,39,0.975
1,31,31,1.0
10,116,115,0.9913793103448276
9,38,38,1.0
11,70,81,1.1571428571428573
2,29,29,1.0
15,37,36,0.972972972972973
13,38,31,0.8157894736842105
31,57,63,1.105263157894737
4,29,30,1.0344827586206897
3,71,68,0.9577464788732394
16,28,29,1.0357142857142858
39,129,119,0.9224806201550387
35,32,32,1.0
2,59,59,1.0
8,29,30,1.0344827586206897
11,70,80,1.1428571428571428
11,29,35,1.206896551724138
18,88,88,1.0
5,36,36,1.0
32,33,32,0.9696969696969697
15,49,49,1.0
8,39,39,1.0
2,41,42,1.024390243902439
21,49,53,1.0816326530612246
35,35,34,0.9714285714285714
3,29,30,1.0344827586206897
11,95,106,1.1157894736842104
38,45,42,0.9333333333333333
12,77,76,0.987012987012987
9,47,47,1.0
26,46,47,1.0217391304347827
9,32,30,0.9375
18,41,46,1.1219512195121952
10,41,41,1.0
38,56,54,0.9642857142857143
35,57,58,1.0175438596491229
13,39,41,1.0512820512820513
26,30,34,1.1333333333333333
1,35,38,1.0857142857142856
2,30,30,1.0
15,40,40,1.0
41,39,38,0.9743589743589743
0,43,43,1.0
12,34,35,1.0294117647058822
17,40,37,0.925
38,36,36,1.0
8,26,26,1.0
6,68,63,0.9264705882352942
1,31,30,0.967741935483871
29,40,41,1.025
35,31,31,1.0
5,70,72,1.0285714285714285
14,53,53,1.0
16,46,46,1.0
6,36,34,0.9444444444444444
17,51,36,0.7058823529411765
1,28,28,1.0
18,57,60,1.0526315789473684
8,38,39,1.0263157894736843
10,32,33,1.03125
35,39,40,1.0256410256410255
3,37,37,1.0
17,33,27,0.8181818181818182
10,27,27,1.0
7,51,52,1.0196078431372548
9,71,68,0.9577464788732394
5,27,27,1.0
13,45,50,1.1111111111111112
20,36,39,1.0833333333333333
13,64,68,1.0625
3,65,61,0.9384615384615385
38,36,35,0.9722222222222222
28,56,61,1.0892857142857142
3,40,40,1.0
31,61,70,1.1475409836065573
19,86,107,1.244186046511628
12,74,75,1.0135135135135136
9,43,40,0.9302325581395349
10,46,45,0.9782608695652174
33,57,51,0.8947368421052632
13,69,74,1.0724637681159421
2,50,52,1.04
6,34,33,0.9705882352941176
31,58,62,1.0689655172413792
4,28,27,0.9642857142857143
33,60,59,0.9833333333333333
0,26,27,1.0384615384615385
11,64,73,1.140625
9,44,43,0.9772727272727273
2,29,30,1.0344827586206897
3,36,34,0.9444444444444444
10,27,28,1.037037037037037
16,51,52,1.0196078431372548
9,35,34,0.9714285714285714
28,46,48,1.0434782608695652
11,38,40,1.0526315789473684
18,49,55,1.1224489795918366
17,43,39,0.9069767441860465
20,58,62,1.0689655172413792
38,39,40,1.0256410256410255
38,52,45,0.8653846153846154
12,52,48,0.9230769230769231
4,87,88,1.0114942528735633
34,74,71,0.9594594594594594
17,30,28,0.9333333333333333
10,37,34,0.918918918918919
26,29,32,1.103448275862069
12,55,52,0.9454545454545454
4,32,29,0.90625
39,71,61,0.8591549295774648
33,38,36,0.9473684210526315
23,85,95,1.1176470588235294
10,39,38,0.9743589743589743
18,68,76,1.1176470588235294
17,34,33,0.9705882352941176
26,46,48,1.0434782608695652
7,33,33,1.0
12,87,87,1.0
4,39,39,1.0
2,34,34,1.0
40,74,74,1.0
18,46,52,1.1304347826086956
2,37,37,1.0
0,127,124,0.9763779527559056
13,45,47,1.0444444444444445
38,38,38,1.0
6,41,40,0.975609756097561
29,71,76,1.0704225352112675
16,30,31,1.0333333333333334
38,44,44,1.0
5,27,28,1.037037037037037
13,31,32,1.032258064516129
3,57,53,0.9298245614035088
38,38,39,1.0263157894736843
2,43,40,0.9302325581395349
10,35,34,0.9714285714285714
17,34,35,1.0294117647058822
18,39,41,1.0512820512820513
22,39,42,1.0769230769230769
25,79,94,1.1898734177215189
17,38,29,0.7631578947368421
25,52,57,1.0961538461538463
8,27,27,1.0
4,48,50,1.0416666666666667
25,30,33,1.1
3,28,29,1.0357142857142858
38,52,50,0.9615384615384616
14,76,64,0.8421052631578947
12,34,33,0.9705882352941176
10,34,34,1.0
16,71,68,0.9577464788732394
5,54,54,1.0
38,43,43,1.0
3,25,27,1.08
17,32,32,1.0
11,69,75,1.0869565217391304
26,46,50,1.0869565217391304
13,73,80,1.095890410958904
30,98,117,1.1938775510204083
8,28,28,1.0
7,50,52,1.04
13,45,49,1.0888888888888888
2,33,32,0.9696969696969697
38,54,45,0.8333333333333334
40,39,37,0.9487179487179487
3,52,52,1.0
3,34,34,1.0
13,63,85,1.3492063492063493
41,71,68,0.9577464788732394
5,39,43,1.1025641025641026
9,36,36,1.0
29,85,51,0.6
31,80,87,1.0875
5,29,32,1.103448275862069
23,38,43,1.131578947368421
17,38,33,0.868421052631579
10,33,34,1.0303030303030303
12,36,36,1.0
25,35,38,1.0857142857142856
28,70,75,1.0714285714285714
5,47,46,0.9787234042553191
33,92,93,1.0108695652173914
2,30,29,0.9666666666666667
31,55,59,1.0727272727272728
11,49,55,1.1224489795918366
4,110,110,1.0
20,26,27,1.0384615384615385
12,62,61,0.9838709677419355
7,30,30,1.0
32,42,43,1.0238095238095237
33,72,69,0.9583333333333334
3,57,56,0.9824561403508771
25,49,48,0.9795918367346939
22,147,161,1.0952380952380953
41,31,30,0.967741935483871
41,58,57,0.9827586206896551
18,53,56,1.0566037735849056
34,81,82,1.0123456790123457
7,29,26,0.896551724137931
20,58,58,1.0
4,47,44,0.9361702127659575
7,29,29,1.0
0,28,29,1.0357142857142858
1,106,106,1.0
35,35,34,0.9714285714285714
25,26,28,1.0769230769230769
38,44,42,0.9545454545454546
37,38,38,1.0
9,37,40,1.0810810810810811
10,39,39,1.0
11,37,37,1.0
41,48,45,0.9375
15,47,44,0.9361702127659575
5,37,36,0.972972972972973
